['The Start Date is set to the Vehicleeee Original Inception date if the Vehicle Original Inception date of the existing policy has valid value. Otherwise It is set to Effective date of the existing policy.'],"[{""rule_action"": ""$set"", ""rule_actors"": [""$$Start Date""], ""rule_valid_values"": {""value"": [""$$Vehicleeee Original Inception date""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""], ""rule_conditions"": [{""condition"": ""$if"", ""action"": ""$has"", ""attributes"": [""the"", ""$$Vehicle Original Inception date"", ""the"", ""existing"", ""$$policy"", ""valid"", ""$$value""], ""attr_newhas"": {""left_side"": ""$$policy.$$Vehicle Original Inception date"", ""right_side"": ""{'attr_negation': [[], [], [], [], [(None, None, None)]], 'expression': '', 'dobj_acl': [['$$value'], [None]], 'prep_pobj': ('', None)}""}}]}, {""rule_action"": ""$set"", ""rule_actors"": [""It"", ""(PRON)""], ""rule_valid_values"": {""value"": [""$$Effective date""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""], ""rule_conditions"": [{""condition"": ""$Otherwise""}]}]"
"['\tFor endorsements,\n\n\t    \t\tIf the Affinity is deleted, the Affinity Origination Code is set to Blank.\n\t\n\t    \t\tIf the number of days between Policy Inception date and Endorsement Effective Date is greater than 30 days then Origination Code is set to ""E"".\n\t\n\t    \t\tIf the number of days between Policy Inception date and Endorsement Effective Date is less than 30 days that is if the Affinity is added before 30 days then the Origination Code is set to ""N"".\n\t\n\t    \t\tFor New Business, If it is a Primary Policy of MRP or Secondary Policy of MRP,\n\t\n\t    \t\tIf the Multiple Record Policy Code is not ""S"" and If secondary policy in MRP has affinity relationship associated, then the Affinity Origination Code of the linked policy is set with the values that are already present in the associated policy.\n\t\n\t    \t\tIf secondary policy in MRP does not have affinity relationship associated then Affinity Card Number, Affinity Origination Code and Affinity Relation Codes of the linked policy are set with the values that are already present in the associated policy.\n\t\n\t    \t\tIf the Multiple Record Policy Code is ""S""- If the affinity relationship is associated with the policy then Affinity Origination Code of the linked policy is set with the value that is already present in the policy.\n\t\n\t    \t\tIf the affinity relationship is not associated with the policy then Affinity Card Number, Affinity Origination Code and Affinity Relation Codes of the linked policy are set with the values that are already present in the associated policy.']","[{""rule_action"": ""$set"", ""rule_actors"": [""$$Affinity Origination Code""], ""rule_valid_values"": {""value"": [""$$Blank""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$endorsements""], ""rule_conditions"": [{""condition"": ""$If"", ""action"": ""$deleted"", ""attributes"": [""the"", ""$$Affinity"", ""is""], ""attr_newdeleted"": {""left_side"": ""$$Affinity"", ""right_side"": ""{'attr_negation': [[], [], [], [], [(None, None, None)]], 'expression': '', 'dobj_acl': [[], []], 'prep_pobj': ('', None)}""}}]}, {""rule_action"": ""$set"", ""rule_actors"": [""$$Origination Code""], ""rule_valid_values"": {""value"": [""E""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$endorsements""], ""rule_conditions"": [{""condition"": ""$If"", ""action"": ""$is"", ""attributes"": [""the"", ""$$number"", ""$$days"", ""$$Policy Inception date"", ""greater"", ""than"", ""30"", ""$$days"", ""then""], ""attr_newis"": {""left_side"": ""$$days.$$number"", ""extra_pobj_date"": {""condition"": ""$between"", ""operands"": [""$$Policy Inception date"", ""$$Endorsement Effective Date""], ""conds"": [""and""]}, ""right_side"": ""{'attr_negation': [['$$days'], [], [], ['then'], [(greater, than, 30)]], 'expression': '$then($greater than(30))', 'expression_uom': '$$days', 'dobj_acl': [[], []], 'prep_pobj': ('$then()', None)}""}}]}, {""rule_action"": ""$is"", ""rule_actors"": [""that"", ""(ADJ)""], ""rule_valid_values"": {""value"": [], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$endorsements""], ""rule_conditions"": [{""condition"": ""$If"", ""action"": ""$is"", ""attributes"": [""the"", ""$$number"", ""$$days"", ""$$Policy Inception date"", ""less"", ""than"", ""30"", ""$$days""], ""attr_newis"": {""left_side"": ""$$days.$$number"", ""extra_pobj_date"": {""condition"": ""$between"", ""operands"": [""$$Policy Inception date"", ""$$Endorsement Effective Date""], ""conds"": [""and""]}, ""right_side"": ""{'attr_negation': [['$$days'], [], [], [], [(less, than, 30)]], 'expression': '$less than(30)', 'expression_uom': '$$days', 'dobj_acl': [[], []], 'prep_pobj': ('', None)}""}}]}, {""rule_action"": ""$set"", ""rule_actors"": [""$$Affinity Origination Code""], ""rule_valid_values"": {""value"": [""$$values""], ""value_uom"": ""$None""}, ""rule_clause_for_values"": {""idx_0"": [""that"", ""are"", ""already"", ""present"", ""in"", ""the"", ""associated"", ""policy""]}, ""rule_applicability"": [""$$New Business""], ""rule_conditions"": [{""condition"": ""$If"", ""action"": ""$is"", ""attributes"": [""it"", ""a"", ""$$Primary Policy"", ""$$MRP""], ""attr_newis"": {""left_side"": ""it"", ""right_side"": ""{'attr_negation': [['$$Primary Policy', '$$Secondary Policy'], [or], [MRP, MRP], [], [(None, None, None), (None, None, None)]], 'expression': '$or($$MRP.$$Primary Policy$$MRP.$$Secondary Policy)', 'dobj_acl': [[], []], 'prep_pobj': ('', None)}""}}, {""condition"": ""$If"", ""action"": ""$is"", ""attributes"": [""the"", ""$$Multiple Record Policy Code"", ""not"", ""\"""", ""S""], ""attr_newis"": {""left_side"": ""$$Multiple Record Policy Code"", ""right_side"": ""{'attr_negation': [['S'], [], [], ['not'], [(None, None, None)]], 'expression': '$not(S)', 'dobj_acl': [[], []], 'prep_pobj': ('$not()', None)}""}}, {""condition"": ""$If"", ""action"": ""$has"", ""attributes"": [""$$secondary policy"", ""$$MRP"", ""$$affinity relationship""], ""attr_newhas"": {""left_side"": ""$$MRP.$$secondary policy"", ""right_side"": ""{'attr_negation': [[], [], [], [], [(None, None, None)]], 'expression': '', 'dobj_acl': [['$$affinity relationship'], [associated]], 'prep_pobj': ('', None)}""}}]}, {""rule_action"": ""$set"", ""rule_actors"": [""$$Affinity Relation Codes"", ""$$Affinity Card Number"", ""$$Affinity Origination Code""], ""rule_valid_values"": {""value"": [""$$values""], ""value_uom"": ""$None""}, ""rule_clause_for_values"": {""idx_0"": [""that"", ""are"", ""already"", ""present"", ""in"", ""the"", ""associated"", ""policy""]}, ""rule_applicability"": [""$$New Business""], ""rule_conditions"": [{""condition"": ""$If"", ""action"": ""$have"", ""attributes"": [""$$secondary policy"", ""$$MRP"", ""does"", ""not"", ""$$affinity relationship""], ""attr_newhave"": {""left_side"": ""$$MRP.$$secondary policy"", ""right_side"": ""{'attr_negation': [[], [], [], ['do', 'not'], [(None, None, None)]], 'expression': '$do not()', 'dobj_acl': [['$$affinity relationship'], [associated]], 'prep_pobj': ('$do not()', None)}""}}]}, {""rule_action"": ""$is"", ""rule_actors"": [""$$Multiple Record Policy Code""], ""rule_valid_values"": {""value"": [""S""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$New Business""]}, {""rule_action"": ""$set"", ""rule_actors"": [""$$Affinity Origination Code""], ""rule_valid_values"": {""value"": [""$$value""], ""value_uom"": ""$None""}, ""rule_clause_for_values"": {""idx_0"": [""that"", ""is"", ""already"", ""present"", ""in"", ""the"", ""policy""]}, ""rule_applicability"": [""$$New Business""], ""rule_conditions"": [{""condition"": ""$If"", ""action"": ""$associated"", ""attributes"": [""the"", ""$$affinity relationship"", ""is"", ""with""], ""attr_newassociated"": {""left_side"": ""$$affinity relationship"", ""right_side"": ""{'attr_negation': [[], [], [], [], [(None, None, None)]], 'expression': '', 'dobj_acl': [[], []], 'prep_pobj': ('$with($$policy)', None)}""}}]}, {""rule_action"": ""$set"", ""rule_actors"": [""$$Affinity Relation Codes"", ""$$Affinity Card Number"", ""$$Affinity Origination Code""], ""rule_valid_values"": {""value"": [""$$values""], ""value_uom"": ""$None""}, ""rule_clause_for_values"": {""idx_0"": [""that"", ""are"", ""already"", ""present"", ""in"", ""the"", ""associated"", ""policy""]}, ""rule_applicability"": [""$$New Business""], ""rule_conditions"": [{""condition"": ""$If"", ""action"": ""$associated"", ""attributes"": [""the"", ""$$affinity relationship"", ""is"", ""not"", ""with""], ""attr_newassociated"": {""left_side"": ""$$affinity relationship"", ""right_side"": ""{'attr_negation': [[], [], [], ['not'], [(None, None, None)]], 'expression': '$not()', 'dobj_acl': [[], []], 'prep_pobj': ('$with($$policy))', None)}""}}]}]"
"['For rating plan 6,\n      If the age of the driver is less than 25 years and if the marital status of the driver is valid,\n      If Smart Student discount proof is neither received nor validated then set smart student code to ""A"". Else set the smart student code to Empty Space ("" "").\n']","[{""rule_action"": ""$set"", ""rule_actors"": [""$$smart student code""], ""rule_valid_values"": {""value"": [""A""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$rating plan""], ""rule_conditions"": [{""condition"": ""$If"", ""action"": ""$is"", ""attributes"": [""the"", ""$$age"", ""the"", ""$$driver"", ""less"", ""than"", ""25"", ""$$years""], ""attr_newis"": {""left_side"": ""$$driver.$$age"", ""right_side"": ""{'attr_negation': [['$$years'], [], [], [], [(less, than, 25)]], 'expression': '$less than(25)', 'expression_uom': '$$years', 'dobj_acl': [[], []], 'prep_pobj': ('', None)}""}}, {""condition"": ""$if"", ""action"": ""$is"", ""attributes"": [""the"", ""$$marital status"", ""the"", ""$$driver""], ""attr_newis"": {""left_side"": ""$$driver.$$marital status"", ""right_side"": ""{'attr_negation': [[], [], [], [], [(valid, None, None)]], 'expression': '$valid', 'dobj_acl': [[], []], 'prep_pobj': ('', None)}""}}, {""condition"": ""$If"", ""action"": ""$received"", ""attributes"": [""$$Smart Student discount proof"", ""is"", ""neither""], ""attr_newreceived"": {""left_side"": ""$$Smart Student discount proof"", ""right_side"": ""{'attr_negation': [[], [], [], [], [(None, None, None)]], 'expression': '', 'dobj_acl': [[], []], 'prep_pobj': ('', None)}""}}, {""condition"": ""$validated""}]}, {""rule_action"": ""$set"", ""rule_actors"": [""$$smart student code""], ""rule_valid_values"": {""value"": [""$$Empty Space""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$rating plan""], ""rule_conditions"": [{""condition"": ""$Else""}]}]"
"[""The Primary Insured's Last Name cannot be left blanks.""]","[{""rule_action"": ""$can not be left"", ""rule_actors"": [""'s"", ""$$Name"", ""(PROPN)"", ""(PART)"", ""Last"", ""$$Primary Insured""], ""rule_valid_values"": {""value"": [""$$blanks""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""]}]"
"['For New Business,\n\n     Driver age is derived based on the below two attributes.\n\n     1.  Driver birth date.\n     2. Effective date.\n\nFor Endorsement,\n\n     For all states, Driver age is derived based on the below two attributes.\n\n     1.  Driver birth date.\n     2. Endorsement Effective date.\n\n\xa0\n\nHowever, in states MI, MN, NJ, SC, CA, TX and SRM 6 states, for existing drivers, the driver age is derived based on below two attributes\n\n     1. Driver birth date.\n     2. Policy term effective date\n\nIf the existing driver on a policy was added on a date which is greater than term effective date, the driver age is derived from\xa0Driver birth date and\xa0Endorsement Effective date when one of the below conditions are met.\n\n     Calculated driver age is greater than the term effective age (derived from the {LINK id=143381 title=""Age Calculation"" uri=https://jazz.allstate.com:9443/rm/resources/_qLDvMe0HEeWFUsLd0XjL1w})\n     Rating state is MI, MN, NJ, SC, CA, TX and any SRM 6 state. \n\nNote:\xa0\xa0Refer to the\xa0{LINK id=141769 title=""SRM Phase Values"" uri=https://jazz.allstate.com:9443/rm/resources/_A0TvDuXsEeWgyLn4fbTY2w}\xa0for the list of SRM 6 states.\n']","[{""rule_action"": ""$derived"", ""rule_actors"": [""$$Driver age""], ""rule_valid_values"": {""value"": [""$$two"", ""$$Driver birth date"", ""$$Effective date""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$New Business""]}, {""rule_action"": ""$derived"", ""rule_actors"": [""$$Driver age""], ""rule_valid_values"": {""value"": [""$$two"", ""$$Driver birth date"", ""$$Endorsement Effective date""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$Endorsement"", ""$$states""]}, {""rule_action"": ""$derived"", ""rule_actors"": [""$$driver age""], ""rule_valid_values"": {""value"": [""$$attributes"", ""$$Driver birth date"", ""$$Policy term effective date""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$states"", ""$$MI"", ""MN"", ""$$NJ"", ""$$SC"", ""$$CA"", ""$$TX"", ""and"", ""$$SRM"", ""6"", ""$$states""], ""rule_conditions"": [{""condition"": ""$However""}]}, {""rule_action"": ""$derived"", ""rule_actors"": [""$$driver age""], ""rule_valid_values"": {""value"": [""$$Driver birth date""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$states"", ""$$MI"", ""MN"", ""$$NJ"", ""$$SC"", ""$$CA"", ""$$TX"", ""and"", ""$$SRM"", ""6"", ""$$states""], ""rule_conditions"": [{""condition"": ""$If"", ""action"": ""$added"", ""attributes"": [""the"", ""existing"", ""$$driver"", ""a"", ""$$policy"", ""was"", ""on""], ""attr_newadded"": {""left_side"": ""$$policy.$$driver.existing"", ""right_side"": ""{'attr_negation': [[], [], [], [], [(None, None, None)]], 'expression': '', 'dobj_acl': [[], []], 'prep_pobj': ('$on($$date)', None)}""}}, {""condition"": ""$when"", ""action"": ""$met"", ""attributes"": [""one"", ""the"", ""below"", ""$$conditions"", ""are""], ""attr_newmet"": {""left_side"": ""$$conditions.one"", ""right_side"": ""{'attr_negation': [[], [], [], [], [(None, None, None)]], 'expression': '', 'dobj_acl': [[], []], 'prep_pobj': ('', None)}""}}]}, {""rule_action"": ""$is"", ""rule_actors"": [""$$Rating state"", ""(VERB)"", ""$$Calculated driver age"", ""is""], ""rule_valid_values"": {""value"": [""$greater than($$term effective age)""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$states"", ""$$MI"", ""MN"", ""$$NJ"", ""$$SC"", ""$$CA"", ""$$TX"", ""and"", ""$$SRM"", ""6"", ""$$states""]}, {""rule_action"": ""$Note"", ""rule_actors"": [], ""rule_valid_values"": {""value"": [], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$states"", ""$$MI"", ""MN"", ""$$NJ"", ""$$SC"", ""$$CA"", ""$$TX"", ""and"", ""$$SRM"", ""6"", ""$$states""]}, {""rule_action"": ""$Refer"", ""rule_actors"": [], ""rule_valid_values"": {""value"": [""$$list""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$states"", ""$$MI"", ""MN"", ""$$NJ"", ""$$SC"", ""$$CA"", ""$$TX"", ""and"", ""$$SRM"", ""6"", ""$$states""]}]"
['Defensive driver Second Course Completion Date must be lesser than the First Course Completion Date.'],"[{""rule_action"": ""$must be"", ""rule_actors"": [""$$Defensive driver Second Course Completion Date""], ""rule_valid_values"": {""value"": [""$lesser than($$First Course Completion Date)""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""]}]"
['Defensive driver Second Course Completion Date should be greater than First Course Completion Date or it is set to current date.'],"[{""rule_action"": ""$should be"", ""rule_actors"": [""it"", ""$$Defensive driver Second Course Completion Date"", ""(VERB)"", ""set"", ""(PRON)""], ""rule_valid_values"": {""value"": [""$greater than($$First Course Completion Date)""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""]}]"
"['For First and Second Course or Instructor Certification, first course must be completed before the second course.']","[{""rule_action"": ""$must be completed"", ""rule_actors"": [""$$first course""], ""rule_valid_values"": {""value"": [""$$second"", ""$$course""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$First""]}]"
['Young driver course completion year should be above 1800 years and below 9999 years and completion date should not be  prior to the Date of birth. If young Driver Training  is selcted as yes then  Driver Course Completion Date cannot be empty'],"[{""rule_action"": ""$should be"", ""rule_actors"": [""$$Young driver course completion year"", ""(VERB)"", ""be"", ""$$completion date""], ""rule_valid_values"": {""value"": [""1800"", ""$$years""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""]}, {""rule_action"": ""$selcted"", ""rule_actors"": [""$$Driver Training"", ""young"", ""(ADJ)""], ""rule_valid_values"": {""value"": [], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""], ""rule_conditions"": [{""condition"": ""$as"", ""action"": ""$be"", ""attributes"": [""yes"", ""then"", ""$$Driver Course Completion Date"", ""can"", ""not"", ""empty""], ""attr_newbe"": {""left_side"": ""$$Driver Course Completion Date"", ""right_side"": ""{'attr_negation': [[], [], [], ['can', 'not'], [(empty, None, None)]], 'expression': '$can not($empty)', 'dobj_acl': [[], []], 'prep_pobj': ('$can not()', None)}""}}]}]"
"['Young Driver Flag will not be set\xa0to C\xa0when number of years licensed is less than 5.\nYoung Driver Flag will be set to D when number of years licensed is above 5 and below 10.\nYoung Driver Flag will be set to D when number of years licensed is greater than 10 and less than 20.\nBy default, Young Driver Flag is set to E (E – represents Number of years licensed greater or equal to 9).\nThis rule is not applicable for the SBO Types-Cancel Rewrite ,Re-instatement,TransferIn,Spinoff,Splitoff,TransferIn.']","[{""rule_action"": ""$will not be set"", ""rule_actors"": [""$$Young Driver Flag""], ""rule_valid_values"": {""value"": [""C""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""], ""rule_conditions"": [{""condition"": ""$when"", ""action"": ""$is"", ""attributes"": [""$$number"", ""$$years"", ""5""], ""attr_newis"": {""left_side"": ""$$years.$$number"", ""right_side"": ""{'attr_negation': [['5'], [], [], [], [(less, than, None)]], 'expression': '$less than(5)', 'dobj_acl': [[], []], 'prep_pobj': ('', None)}""}}]}, {""rule_action"": ""$will be set"", ""rule_actors"": [""$$Young Driver Flag""], ""rule_valid_values"": {""value"": [""D""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""], ""rule_conditions"": [{""condition"": ""$when"", ""action"": ""$is"", ""attributes"": [""$$number"", ""$$years"", ""above""], ""attr_newis"": {""left_side"": ""$$years.$$number"", ""right_side"": ""{'attr_negation': [[], [], [], [], [(None, None, None)]], 'expression': '', 'dobj_acl': [[], []], 'prep_pobj': ('$above(5)', None)}""}}]}, {""rule_action"": ""$will be set"", ""rule_actors"": [""$$Young Driver Flag""], ""rule_valid_values"": {""value"": [""D""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""], ""rule_conditions"": [{""condition"": ""$when"", ""action"": ""$is"", ""attributes"": [""$$number"", ""$$years"", ""10""], ""attr_newis"": {""left_side"": ""$$years.$$number"", ""right_side"": ""{'attr_negation': [['10', '20'], [and], [], [], [(greater, than, None), (less, than, None)]], 'expression': '$and($greater than(10),$less than(20))', 'dobj_acl': [[], []], 'prep_pobj': ('', None)}""}}]}, {""rule_action"": ""$set"", ""rule_actors"": [""$$Young Driver Flag""], ""rule_valid_values"": {""value"": [""E""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$default""]}, {""rule_action"": ""$not is"", ""rule_actors"": [""(NOUN)"", ""rule""], ""rule_valid_values"": {""value"": [""$applicable for($$SBO Types-Cancel Rewrite)""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$$default""]}]"
['Product Type cannot be above 20 characters and below 10 characters.'],"[{""rule_action"": ""$can not be"", ""rule_actors"": [""$$Product Type""], ""rule_valid_values"": {""value"": [""20"", ""$$characters""], ""value_uom"": ""$None""}, ""rule_applicability"": [""$ALL""]}]"
['Product Type cannot be between 20 characters and 30 characters.'],"[{""rule_action"": ""$can not be"", ""rule_actors"": [""$$Product Type""], ""rule_valid_values"": {""value"": [""$and( between(20)30)""], ""value_uom"": ""$$characters""}, ""rule_applicability"": [""$ALL""]}]"
